C:\DOCUMENTS AND SETTINGS\ADMINISTRATOR\DESKTOP\EFFORT\PATIENT 27\TRACINGS\ACQ 3\EFFORT27-SBT_POSTEEXT_OLD.ACQ
5.000000 msec/sample
5 channels
Paw
cmH2O
Peso
cmH2O
Pgas
cmH2O
Flow
L/s
PL
cmH2O
CH1	CH2	CH3	CH4	CH40	
0.40881	15.7368	22.2613	0.409302	-15.328	
0.360031	15.6606	22.2272	0.384496	-15.3006	
0.429716	15.515	22.2272	0.325654	-15.0853	
0.40881	15.3833	22.2272	0.328827	-14.9745	
0.478496	15.3071	22.2477	0.338345	-14.8286	
0.492433	15.217	22.1589	0.336903	-14.7245	
0.534244	15.0853	22.1248	0.289887	-14.551	
0.520307	15.0021	22.1658	0.259312	-14.4818	
0.499401	14.8843	22.1589	0.258447	-14.3849	
0.534244	14.7526	22.0907	0.27258	-14.2183	
0.569087	14.6555	22.0702	0.282099	-14.0864	
0.583024	14.5307	22.0429	0.243159	-13.9477	
0.638772	14.3921	22.0565	0.195566	-13.7533	
0.680583	14.3228	22.0019	0.202777	-13.6422	
0.687552	14.2327	22.0019	0.205085	-13.5451	
0.722394	14.0871	21.9337	0.207969	-13.3647	
0.729363	13.9762	21.961	0.202777	-13.2469	
0.722394	13.8653	21.9473	0.193835	-13.1429	
